id,archetype,quantity,image_src,set_code,card_number,lorcanaapi_set,Unique_ID
166,Lorcana Amethyst Ruby Bounce Control analysis _ inkDecks.com.html,2,/img/cards/lorcana/ITI/112-204-en-3_1468x2048.webp,ITI,112,INK,INK-112
167,Lorcana Amethyst Ruby Bounce Control analysis _ inkDecks.com.html,2,/img/cards/lorcana/URSU/130-204-en-4_1468x2048.webp,URSU,130,URS,URS-130
168,Lorcana Amethyst Ruby Bounce Control analysis _ inkDecks.com.html,2,/img/cards/lorcana/ROTF/50-204-en-2_1468x2048.webp,ROTF,50,ROF,ROF-050
169,Lorcana Amethyst Ruby Bounce Control analysis _ inkDecks.com.html,2,/img/cards/lorcana/URSU/124-204-en-4_1468x2048.webp,URSU,124,URS,URS-124
170,Lorcana Amethyst Ruby Bounce Control analysis _ inkDecks.com.html,2,/img/cards/lorcana/URSU/106-204-en-4_1468x2048.webp,URSU,106,URS,URS-106
171,Lorcana Amethyst Ruby Bounce Control analysis _ inkDecks.com.html,2,/img/cards/lorcana/ROTF/113-204-en-2_1468x2048.webp,ROTF,113,ROF,ROF-113
172,Lorcana Amethyst Ruby Bounce Control analysis _ inkDecks.com.html,2,/img/cards/lorcana/TFC/52-204-en-1_1468x2048.webp,TFC,52,TFC,TFC-052
173,Lorcana Amethyst Ruby Bounce Control analysis _ inkDecks.com.html,2,/img/cards/lorcana/ROTF/45-204-en-2_1468x2048.webp,ROTF,45,ROF,ROF-045
174,Lorcana Amethyst Ruby Bounce Control analysis _ inkDecks.com.html,2,/img/cards/lorcana/TFC/116-204-en-1_1468x2048.webp,TFC,116,TFC,TFC-116
175,Lorcana Amethyst Ruby Bounce Control analysis _ inkDecks.com.html,2,/img/cards/lorcana/ITI/54-204-en-3_1468x2048.webp,ITI,54,INK,INK-054
176,Lorcana Amethyst Ruby Bounce Control analysis _ inkDecks.com.html,2,/img/cards/lorcana/URSU/48-204-en-4_1468x2048.webp,URSU,48,URS,URS-048
177,Lorcana Amethyst Ruby Bounce Control analysis _ inkDecks.com.html,2,/img/cards/lorcana/ROTF/130-204-en-2_1468x2048.webp,ROTF,130,ROF,ROF-130
178,Lorcana Amethyst Ruby Bounce Control analysis _ inkDecks.com.html,1,/img/cards/lorcana/TFC/5-p1-en-1_1468x2048.webp,TFC,5,TFC,TFC-005
179,Lorcana Amethyst Ruby Bounce Control analysis _ inkDecks.com.html,1,/img/cards/lorcana/SHM/48-204-en-5_1468x2048.webp,SHM,48,SSK,SSK-048
180,Lorcana Amethyst Ruby Bounce Control analysis _ inkDecks.com.html,1,/img/cards/lorcana/ROTF/58-204-en-2_1468x2048.webp,ROTF,58,ROF,ROF-058
181,Lorcana Amethyst Ruby Bounce Control analysis _ inkDecks.com.html,1,/img/cards/lorcana/ROTF/68-204-en-2_1468x2048.webp,ROTF,68,ROF,ROF-068
182,Lorcana Amethyst Ruby Bounce Control analysis _ inkDecks.com.html,1,/img/cards/lorcana/URSU/215-204-en-4_1468x2048.webp,URSU,125,URS,URS-125
183,Lorcana Amethyst Sapphire Bounce analysis _ inkDecks.com.html,4,/img/cards/lorcana/ROTF/46-204-en-2_1468x2048.webp,ROTF,46,ROF,ROF-046
184,Lorcana Amethyst Sapphire Bounce analysis _ inkDecks.com.html,4,/img/cards/lorcana/ROTF/49-204-en-2_1468x2048.webp,ROTF,49,ROF,ROF-049
185,Lorcana Amethyst Sapphire Bounce analysis _ inkDecks.com.html,4,/img/cards/lorcana/TFC/64-204-en-1_1468x2048.webp,TFC,64,TFC,TFC-064
186,Lorcana Amethyst Sapphire Bounce analysis _ inkDecks.com.html,4,/img/cards/lorcana/ROTF/51-204-en-2_1468x2048.webp,ROTF,51,ROF,ROF-051
187,Lorcana Amethyst Sapphire Bounce analysis _ inkDecks.com.html,4,/img/cards/lorcana/ITI/36-204-en-3_1468x2048.webp,ITI,36,INK,INK-036
188,Lorcana Amethyst Sapphire Bounce analysis _ inkDecks.com.html,4,/img/cards/lorcana/ROTF/50-204-en-2_1468x2048.webp,ROTF,50,ROF,ROF-050
189,Lorcana Amethyst Sapphire Bounce analysis _ inkDecks.com.html,4,/img/cards/lorcana/ROTF/52-204-en-2_1468x2048.webp,ROTF,52,ROF,ROF-052
190,Lorcana Amethyst Sapphire Bounce analysis _ inkDecks.com.html,3,/img/cards/lorcana/SHM/157-204-en-5_1468x2048.webp,SHM,157,SSK,SSK-157
191,Lorcana Amethyst Sapphire Bounce analysis _ inkDecks.com.html,3,/img/cards/lorcana/SHM/48-204-en-5_1468x2048.webp,SHM,48,SSK,SSK-048
192,Lorcana Amethyst Sapphire Bounce analysis _ inkDecks.com.html,3,/img/cards/lorcana/TFC/42-204-en-1_1468x2048.webp,TFC,42,TFC,TFC-042
193,Lorcana Amethyst Sapphire Bounce analysis _ inkDecks.com.html,3,/img/cards/lorcana/SEA/163-204-en-6_1468x2048.webp,SEA,163,AZS,AZS-163
194,Lorcana Amethyst Sapphire Bounce analysis _ inkDecks.com.html,3,/img/cards/lorcana/SEA/53-204-en-6_1468x2048.webp,SEA,53,AZS,AZS-053
195,Lorcana Amethyst Sapphire Bounce analysis _ inkDecks.com.html,2,/img/cards/lorcana/TFC/147-204-en-1_1468x2048.webp,TFC,147,TFC,TFC-147
196,Lorcana Amethyst Sapphire Bounce analysis _ inkDecks.com.html,2,/img/cards/lorcana/SEA/49-204-en-6_1468x2048.webp,SEA,49,AZS,AZS-049
197,Lorcana Amethyst Sapphire Bounce analysis _ inkDecks.com.html,2,/img/cards/lorcana/URSU/48-204-en-4_1468x2048.webp,URSU,48,URS,URS-048
198,Lorcana Amethyst Sapphire Bounce analysis _ inkDecks.com.html,2,/img/cards/lorcana/URSU/36-204-en-4_1468x2048.webp,URSU,36,URS,URS-036
199,Lorcana Amethyst Sapphire Bounce analysis _ inkDecks.com.html,2,/img/cards/lorcana/TFC/8-p1-en-1_1468x2048.webp,TFC,8,TFC,TFC-008
200,Lorcana Amethyst Sapphire Bounce analysis _ inkDecks.com.html,2,/img/cards/lorcana/ITI/54-204-en-3_1468x2048.webp,ITI,54,INK,INK-054
201,Lorcana Amethyst Sapphire Bounce analysis _ inkDecks.com.html,2,/img/cards/lorcana/ITI/169-204-en-3_1468x2048.webp,ITI,169,INK,INK-169
202,Lorcana Amethyst Sapphire Bounce analysis _ inkDecks.com.html,1,/img/cards/lorcana/ROTF/60-204-en-2_1468x2048.webp,ROTF,60,ROF,ROF-060
203,Lorcana Amethyst Sapphire Bounce analysis _ inkDecks.com.html,1,/img/cards/lorcana/ROTF/142-204-en-2_1468x2048.webp,ROTF,142,ROF,ROF-142
204,Lorcana Amethyst Sapphire Bounce analysis _ inkDecks.com.html,1,/img/cards/lorcana/SHM/68-204-en-5_1468x2048.webp,SHM,68,SSK,SSK-068
205,Lorcana Amethyst Sapphire Bounce analysis _ inkDecks.com.html,1,/img/cards/lorcana/TFC/2-c1-en-1_1468x2048.webp,TFC,2,TFC,TFC-002
206,Lorcana Amethyst Sapphire Bounce analysis _ inkDecks.com.html,1,/img/cards/lorcana/SHM/155-204-en-5_1468x2048.webp,SHM,155,SSK,SSK-155
207,Lorcana Amethyst Sapphire Bounce analysis _ inkDecks.com.html,1,/img/cards/lorcana/SHM/60-204-en-5_1468x2048.webp,SHM,60,SSK,SSK-060
208,Lorcana Ruby Sapphire Pawpsicles analysis _ inkDecks.com.html,4,/img/cards/lorcana/ROTF/169-204-en-2_1468x2048.webp,ROTF,169,ROF,ROF-169
209,Lorcana Ruby Sapphire Pawpsicles analysis _ inkDecks.com.html,4,/img/cards/lorcana/ROTF/149-204-en-2_1468x2048.webp,ROTF,149,ROF,ROF-149
210,Lorcana Ruby Sapphire Pawpsicles analysis _ inkDecks.com.html,4,/img/cards/lorcana/TFC/159-204-en-1_1468x2048.webp,TFC,159,TFC,TFC-159
211,Lorcana Ruby Sapphire Pawpsicles analysis _ inkDecks.com.html,4,/img/cards/lorcana/TFC/212-204-en-1_1468x2048.webp,TFC,114,TFC,TFC-114
212,Lorcana Ruby Sapphire Pawpsicles analysis _ inkDecks.com.html,4,/img/cards/lorcana/TFC/5-p1-en-1_1468x2048.webp,TFC,5,TFC,TFC-005
213,Lorcana Ruby Sapphire Pawpsicles analysis _ inkDecks.com.html,3,/img/cards/lorcana/ITI/142-204-en-3_1468x2048.webp,ITI,142,INK,INK-142
214,Lorcana Ruby Sapphire Pawpsicles analysis _ inkDecks.com.html,3,/img/cards/lorcana/TFC/128-204-en-1_1468x2048.webp,TFC,128,TFC,TFC-128
215,Lorcana Ruby Sapphire Pawpsicles analysis _ inkDecks.com.html,3,/img/cards/lorcana/TFC/168-204-en-1_1468x2048.webp,TFC,168,TFC,TFC-168
216,Lorcana Ruby Sapphire Pawpsicles analysis _ inkDecks.com.html,3,/img/cards/lorcana/URSU/130-204-en-4_1468x2048.webp,URSU,130,URS,URS-130
217,Lorcana Ruby Sapphire Pawpsicles analysis _ inkDecks.com.html,3,/img/cards/lorcana/ITI/112-204-en-3_1468x2048.webp,ITI,112,INK,INK-112
218,Lorcana Ruby Sapphire Pawpsicles analysis _ inkDecks.com.html,2,/img/cards/lorcana/ITI/28-p1-en-3_1468x2048.webp,ITI,28,INK,INK-028
219,Lorcana Ruby Sapphire Pawpsicles analysis _ inkDecks.com.html,2,/img/cards/lorcana/TFC/164-204-en-1_1468x2048.webp,TFC,164,TFC,TFC-164
220,Lorcana Ruby Sapphire Pawpsicles analysis _ inkDecks.com.html,2,/img/cards/lorcana/URSU/215-204-en-4_1468x2048.webp,URSU,125,URS,URS-125
221,Lorcana Ruby Sapphire Pawpsicles analysis _ inkDecks.com.html,2,/img/cards/lorcana/TFC/161-204-en-1_1468x2048.webp,TFC,161,TFC,TFC-161
222,Lorcana Ruby Sapphire Pawpsicles analysis _ inkDecks.com.html,2,/img/cards/lorcana/SHM/157-204-en-5_1468x2048.webp,SHM,157,SSK,SSK-157
223,Lorcana Ruby Sapphire Pawpsicles analysis _ inkDecks.com.html,2,/img/cards/lorcana/SHM/160-204-en-5_1468x2048.webp,SHM,160,SSK,SSK-160
224,Lorcana Ruby Sapphire Pawpsicles analysis _ inkDecks.com.html,2,/img/cards/lorcana/URSU/168-204-en-4_1468x2048.webp,URSU,168,URS,URS-168
225,Lorcana Ruby Sapphire Pawpsicles analysis _ inkDecks.com.html,2,/img/cards/lorcana/ITI/165-204-en-3_1468x2048.webp,ITI,165,INK,INK-165
226,Lorcana Ruby Sapphire Pawpsicles analysis _ inkDecks.com.html,2,/img/cards/lorcana/URSU/123-204-en-4_1468x2048.webp,URSU,123,URS,URS-123
227,Lorcana Ruby Sapphire Pawpsicles analysis _ inkDecks.com.html,2,/img/cards/lorcana/ROTF/119-204-en-2_1468x2048.webp,ROTF,119,ROF,ROF-119
228,Lorcana Ruby Sapphire Pawpsicles analysis _ inkDecks.com.html,1,/img/cards/lorcana/SEA/163-204-en-6_1468x2048.webp,SEA,163,AZS,AZS-163
229,Lorcana Ruby Sapphire Pawpsicles analysis _ inkDecks.com.html,1,/img/cards/lorcana/ITI/169-204-en-3_1468x2048.webp,ITI,169,INK,INK-169
230,Lorcana Ruby Sapphire Pawpsicles analysis _ inkDecks.com.html,1,/img/cards/lorcana/SEA/124-204-en-6_1468x2048.webp,SEA,124,AZS,AZS-124
231,Lorcana Ruby Sapphire Pawpsicles analysis _ inkDecks.com.html,1,/img/cards/lorcana/ROTF/147-204-en-2_1468x2048.webp,ROTF,147,ROF,ROF-147
232,Lorcana Ruby Sapphire Pawpsicles analysis _ inkDecks.com.html,1,/img/cards/lorcana/ROTF/211-204-en-2_1468x2048.webp,ROTF,110,ROF,ROF-110
233,Lorcana Ruby Sapphire Pawpsicles analysis _ inkDecks.com.html,1,/img/cards/lorcana/URSU/134-204-en-4_1468x2048.webp,URSU,134,URS,URS-134
234,Lorcana Ruby Sapphire Pawpsicles analysis _ inkDecks.com.html,1,/img/cards/lorcana/ROTF/125-204-en-2_1468x2048.webp,ROTF,125,ROF,ROF-125
235,Lorcana Ruby Sapphire Pawpsicles analysis _ inkDecks.com.html,1,/img/cards/lorcana/ROTF/152-204-en-2_1468x2048.webp,ROTF,152,ROF,ROF-152
236,Lorcana Ruby Sapphire Pawpsicles analysis _ inkDecks.com.html,1,/img/cards/lorcana/SHM/163-204-en-5_1468x2048.webp,SHM,163,SSK,SSK-163
237,Lorcana Ruby Sapphire Pawpsicles analysis _ inkDecks.com.html,1,/img/cards/lorcana/TFC/2-c1-en-1_1468x2048.webp,TFC,2,TFC,TFC-002
238,Lorcana Ruby Sapphire Pawpsicles analysis _ inkDecks.com.html,1,/img/cards/lorcana/URSU/128-204-en-4_1468x2048.webp,URSU,128,URS,URS-128
239,Lorcana Ruby Sapphire Pawpsicles analysis _ inkDecks.com.html,1,/img/cards/lorcana/ITI/132-204-en-3_1468x2048.webp,ITI,132,INK,INK-132
240,Lorcana Ruby Sapphire Pawpsicles analysis _ inkDecks.com.html,1,/img/cards/lorcana/URSU/167-204-en-4_1468x2048.webp,URSU,167,URS,URS-167
