Unique_ID,Body_Text,Has_Bespoke
INK-177,Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.),0
INK-178,"Shift 4 (You may pay 4{i} to play this on top of one of your characters named Little John.)

Okay, Big Shot - While this character is exerted, your characters with Bodyguard gain Resist +1 and get +1{l}.",1
INK-179,"Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)

Disguised - During your turn, this character gains Evasive. (They can challenge characters with Evasive.)",1
INK-180,"Resist +2 (Damage dealt to this character is reduced by 2.)

Stone Skin - {e}: Chosen character gains Resist +2 this turn.",1
INK-181,Let's Take A Look - This character gets +1{s} for each location you have in play.,1
INK-182,"Sound The Call - {e}, 2{i}: Play a character for free.",1
INK-183,"Journey - While this character is at a location, she gets +2{s}.",1
INK-184,"Oh Dear, Dear, Dear - At the end of your turn, if this character is exerted and you don't have a Captain character in play, deal 1 damage to this character.",1
INK-185,NA,0
INK-186,NA,0
INK-187,"Eruption - During your turn, whenever this character banishes another character in a challenge, you may ready chosen character.",1
INK-188,"Looky Here - While this character has no damage, he gets +2{s}.",1
INK-189,NA,0
INK-190,"Shift 3 (You may pay 3{i} to play this on top of one of your characters named Robin Hood.)

Skilled Combatant - During your turn, whenever this character banishes another character in a challenge, gain 2 lore.

The Good Of Others - When this character is banished in a challenge, you may draw a card.",1
INK-191,"Taxes Should Hurt - Whenever you discard a card, you may deal 1 damage to chosen opposing character.",1
INK-192,"Step Down Or Fight - When you play this character and whenever he banishes another character in a challenge during your turn, you may choose one:
 - Draw 2 cards, then choose and discard 2 cards.
 - Deal 2 damage to chosen character.",1
INK-193,"Triumphant Stance - During your turn, whenever this character banishes another character in a challenge, chosen opposing character can't challenge during their next turn.",1
INK-194,"My Teeth Are Sharper - Whenever this character quests while at a location, you may deal 1 damage to chosen character.",1
ROF-001,"Oh, Gosh! - This character can't quest unless you have another Seven Dwarfs character in play.",1
ROF-002,"We'll Always Be Together: Whenever you ready this character, if you have 2 or more other characters in play, gain 2 lore.",1
ROF-003,Singer 3 (This character counts as cost 3 to sing songs.),0
ROF-004,NA,0
ROF-005,"Share and Share Alike: Whenever this character quests, you pay 1 {i} less for the next character you play this turn.",1
ROF-006,"Odd One Out: When this character is banished, your other Seven Dwarfs characters get +2 {s} until the start of your next turn.",1
ROF-007,NA,0
ROF-008,Singer 5 ( This character counts as cost 5 to sing songs.),0
ROF-009,"Yes, Your Majesty - Your Prince, Princess, King, and Queen characters get +1 {s}.",1
ROF-010,There's Trouble A-Brewin' - Your other Seven Dwarfs characters get +1 {s}.,1
ROF-011,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)",0
ROF-012,"Lay It On The Line - Whenever another character is banished, you may remove up to 2 damage from this character.",1
ROF-013,"Glad You're Here! - Whenever this character quests, you pay 3 {i} less for the next character you play this turn.",1
ROF-014,"The Sun Will Set - When this character is banished, you may reveal the top card of your deck. If it's a character card, you may play that character for free and they enter play exerted. Otherwise, put it on the top of your deck.",1
ROF-015,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)",0
ROF-016,"Shift 2 (You may pay 2 {i} to play this on top of one of your characters named Mulan.)

Honor To The Ancestors - Whenever this character quests, you may reveal the top card of your deck. If it's a song card, you may play it for free. Otherwise, put it on the top of your deck.",1
ROF-017,"Nursemaid - Whenever you play a Floodborn character, you may remove all damage from chosen character.",1
ROF-018,NA,0
ROF-019,"Shift 3 (You may pay 3 {i} to play this on top of one of your characters named Rapunzel.)

Let Your Power Shine - Whenever you remove 1 or more damage from one of your characters, you may draw a card.",1
ROF-020,Magic Hair - {e}: Remove up to 2 damage from chosen character.,1
ROF-021,Yawn! - This character enters play exerted.,1
ROF-022,"Ah-Choo! Whenever you play this character or another Seven Dwarfs character, you may give chosen character -1 {s} this turn.",1
ROF-023,"I Won't Hurt You - When you play this character, you may remove up to 2 damage from chosen character.",1
ROF-024,How Do You Do? - You pay 1 {i} less to play Seven Dwarfs Characters.,1
ROF-025,"Shift 4 (You may pay 4 {i} to play this on top of one of your characters named Snow White.)

Wishes Come True - Whenever this character quests, you may return a character card from your discard to your hand.",1
ROF-026,"Shift 2 (You may pay 2 {i} to play this on top of one of your characters named The Queen.)

Who is the Fairest? - Whenever this character quests, chosen opposing character gets -4 {s} this turn and chosen character gets +4 {s} this turn.",1
ROF-027,NA,0
ROF-035,"Student: Whenever this character quests, you may return another chosen character of yours to your hand to gain 2 lore.",1
ROF-036,"Evasive (Only characters with Evasive can challenge this character.)
Ethereal Glow: Whenever you play a Floodborn character, you may draw a card.",1
ROF-037,NA,0
ROF-038,Evasive (Only characters with Evasive can challenge this character.),0
ROF-039,"Challenger +3 (While challenging, this character gets +3 {s}.)",0
ROF-040,NA,0
ROF-041,"Shift 2 (You may pay 2 {i} to play this on top of one of your characters named Fairy Godmother.)
Forget The Coach, Here's A Sword: Whenever this character quests, your characters gain Challenger +3 and ""When this character is banished in a challenge, return this card to your hand"" this turn. (They get +3 {s} while challenging.)",1
ROF-042,"Just Leave It To Me: Whenever you play a character named Cinderella, you may exert chosen character.",1
ROF-043,"He's Back: When this character is banished in a challenge, return this card to your hand.",1
ROF-044,"Evasive (Only characters with Evasive can challenge this character.)
That Still, Small Voice: When you play this character, if you have a character named Pinocchio in play, you may draw a card.",1
ROF-045,"Ok, Where am I?: When this character is banished, you may draw a card.",1
ROF-046,"Chasing The Rabbit: When you play this character, banish her or return another chosen character of yours to your hand.
Rush (This character can challenge the turn they're played.)",1
ROF-047,"Evasive (Only characters with Evasive can challenge this character.)
\nI Win, I Win!: When you play this character, banish her or return another 2 chosen characters of yours to your hand.",1
ROF-048,"Shift 3 (You may play 3 {i} to play this on top of one of your characters named Madam Mim.)
Gruesome And Grim: {e} - Play a character with cost 4 or less for free. They gain Rush. At the end of the turn, banish them. (They can challenge the turn they're played)",1
ROF-049,"Just You Wait: When you play this character, banish her or return another chosen character of yours to your hand.",1
ROF-050,"Ready Or Not!: When you play this character and when he leaves play, chosen characters gain Challenger +3 this turn. (They get +3 {s} while challenging.)",1
ROF-051,"Here I Come!: When you play this character and when he leaves play, gain 1 lore.",1
ROF-052,"Hoppity Hip!: When you play this character and when he leaves play, you may draw a card.",1
ROF-053,"Battle Of Wits: Whenever one of your other characters is returned to your hand from play, this characters get +1 {l} this turn.",1
ROF-054,"Look Before You Leap: When you play this character and when he leaves play, look at the top card of your deck. Put it on either the top or the bottom of your deck.",1
ROF-055,"Evasive (Only characters with Evasive can challenge this character.)
Rush (This character can challenge the turn they're played.)
Tiptoe: Your other characters with Rush gain Evasive.",1
ROF-056,NA,0
ROF-057,"Shift 3 (You pay 3 {i} to play this on top of one of your characters named Pinocchio.)
Listen To Your Conscience: When you play this character, you may return chosen character or item with cost 3 or less to their player's hand.",1
ROF-058,"Telling Lies: When you play this character, you may exert chosen opposing character.",1
ROF-059,NA,0
ROF-060,"Shift 4 (You may pay 4 {i} to play this on top of one of your characters named Yzma)
Cruel Irony: When you play this character, shuffle another chosen character card into their player's deck. That player draws 2 cards.",1
ROF-061,NA,0
ROF-069,NA,0
ROF-070,"Second Wind: Whenever an opposing character is damaged, you may ready this character.",1
ROF-071,"Use Your Imagination: While an opponent has no cards in their hand, this character gets +2 {l}.",1
ROF-072,"Shift 3 (You may pay 3 {i} to play this on top of one of your characters named Belle.)
Thorny Arrows: Whenever this character is challenged, the challenging character's player discards all cards in their hand.",1
ROF-073,"Ward (Opponents can't choose this character except to challenge.)
Squeak: Whenever you play a Floodborn character, each opponent chooses and discards a card.",1
ROF-074,NA,0
ROF-075,"Shift 5 (You may pay 5 {i} to play this on top of one of your characters named Cheshire Cat.)
Evasive (Only characters with Evasive can challenge this character.)
Wicked Smile: {e} - Banish chosen damaged character.",1
ROF-076,"Thwart: Whenever this character quests, each opponent chooses and discards a card.",1
ROF-077,"Shift 3 (You may pay 3 {i} to play this on top of one of your characters named Donald Duck.)
Allow Me: At the start of your turn, each player may draw a card.",1
ROF-078,"Startled Awake: Whenever you play an action, this character gets +2 {s} this turn.",1
ROF-079,"Evasive (Only characters with Evasive can challenge this character.)
You're In My World: Whenever this character quests, chosen opposing character can't quest during their next turn.",1
ROF-080,"True Form: While being challenged, this character gets +2 {s}.",1
ROF-081,NA,0
ROF-082,"Shift 2 (You may 2 {i} to play this on top of one of your characters named Flynn Rider.)
Evasive (Only characters with Evasive can challenge this character.)
One Last, Big Score: This character gets -1 {l} for each card in your opponents' hands.",1
ROF-083,"Yes, I'm Intimidating: While one or more opponents have no cards in their hands, this character gets +3 {s}.",1
ROF-084,NA,0
ROF-085,"Mouse Catcher: When you play this character, each opponent chooses and discards either 2 cards or 1 action card.",1
ROF-086,"Coming, Your Most Lugubriousness: While this character has 5 {s} or more, he gets +2 {l}.",1
ROF-087,"I Can Handle It: When you play this character, chosen character gets +2 {s} this turn. If the chosen character is named Pain, he gets +4 {s} instead.",1
ROF-088,"Ward (Opponents can't choose this character except to challenge.)
Take That!: Whenever you play an action, this character gets +2 {s} this turn.
Who's Next?: While this character has 7 {s} or more, he gets +2 {l}.",1
ROF-089,"Ward (Opponents can't choose this character except to challenge.)
I Sentence You: Whenever your opponents discards 1 or more cards, you may draw a card for each card discarded.",1
ROF-090,"Royal Rage: When you play this character, deal 1 damage to chosen damaged opposing character.",1
ROF-091,Evasive (Only characters with Evasive can challenge this character.),0
ROF-092,Evasive (Only characters with Evasive can challenge this character.),0
ROF-093,"A Perfect Disguise: {e}, Choose and discard a character card - Gain lore equal to the discarded character's {l}.",1
ROF-094,NA,0
ROF-095,NA,0
ROF-103,NA,0
ROF-104,NA,0
ROF-105,NA,0
ROF-106,"Evasive (Only characters with Evasive can challenge this character.)
 
 Phooey!: This character gets +1 {l} for each 1 damage on him.",1
ROF-107,Reckless (This character can't quest and must challenge each turn if able.),0
ROF-108,"Evasive (Only characters with Evasive can challenge this character.)
",0
ROF-109,"Easy Street - Whenever you play a Floodborn character, each opponent loses 1 lore.",1
ROF-110,"Shift 4 (You may pay 4 {i} to play this on top of one of your characters named Lady Tremaine.)

Power To Rule At Last - When you play this character, each opponent chooses and banishes one of their characters.",1
ROF-111,"Not For You - When you play this character, each opponent with more lore than you loses 1 lore.",1
ROF-112,NA,0
ROF-113,Evasive (Only characters with Evasive can challenge this character.),0
ROF-114,"Shift 2 (You may pay 2 {i} to play this on top of one of your characters named Minnie Mouse.)
Evasive (Only Characters with Evasive can challenge this character.)
Undersea Adventure: Whenever you play a second action in a turn, this character gets +2 {l} this turn.",1
ROF-115,NA,0
ROF-116,What Have You Done?!: This character enters play with 3 damage.,1
ROF-117,Rush (This character can challenge the turn they're played.),0
ROF-118,"This Shouldn't Take Long: {e}, Banish this character - Banish chosen character.",1
ROF-119,Rush (This character can challenge the turn they're played.),0
ROF-120,"Shift 2 (You may pay 2 {i} to play this on top of one of your characters named Queen of Hearts.)
Let The Game Being: Whenever one of your characters challenges another character, you may draw a card.",1
ROF-121,"This Is My Kingdom: When you play this character, exert chosen opposing character with 3 {s} or less. Choose one of your characters and read them. They can't quest for the rest of this turn.",1
ROF-122,"Note To Self, Don't Die: During your turn, whenever this character banishes another character in a challenge, you may ready this character. She can't quest for the rest of this turn.",1
ROF-123,"Shift 4 (You may pay 4 {i} to play this on top of one of your characters named Raya.)
Champion Of Kumandra: Whenever this character challenges a damaged character, she takes no damage from the challenge.",1
ROF-124,NA,0
ROF-125,"Rush (This character can challenge the turn they're played.)
Daddy Isn't Here To Save You: During your turn, whenever this character banishes another character in a challenge, you may ready this character. He can't quest for the rest of this turn.",1
ROF-126,"Don't Insult My Intelligence: Whenever one of your characters challenges another character, gain 1 lore.",1
ROF-127,"Energetic: Whenever you play an action, this character gets +2 {s} this turn.",1
ROF-128,Reckless (This character can't quest and must challenge each turn if able.),0
ROF-137,"Good Advice - Your other characters gain Support. (Whenever they quest, you may add their {s} to another chosen character's {s} this turn.)
 What Did I Do? - While this character has 10 {s} or more, she gets +4 {l}.",1
ROF-138,"Shift 5 (You may pay 5 {i} to play this on top of one of your characters named Basil.)
There's Always A Chance: If you used Shift to play this character, you may draw 2 cards when he enters play.",1
ROF-139,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)",0
ROF-140,NA,0
ROF-141,NA,0
ROF-142,"Shift 3 (You may pay 3 {i} to play this on top of one of your characters named Cogsworth.)
Ward (Opponents can't choose this character except to challenge.)
Unwind: Your other characters gain Resist +1 (Damage dealt to them is reduced by 1)",1
ROF-143,"Wait A Minute: Your characters with Reckless gain ""{e} - Gain 1 lore.""",1
ROF-144,"Now Get Going: During your turn, this character gains Evasive. (They can challenge characters with Evasive.)",1
ROF-145,"Shift 3 (You may pay 3 {i} to play this on top of one of your characters named Cruella De Vil.)
Oh, No You Don't: Whenever this character quests, chosen opposing character gets -2 {s} this turn.",1
ROF-146,Ward (Opponents can't choose this character except to challenge.),0
ROF-147,"Shift 4 (You may pay 4 {i} to play this on top of one of your characters named Gaston.)
Developed Brain: When you play this character, look at the top 3 cards of your deck. You may put one into your hand. Put the rest on the bottom of your deck in any order.",1
ROF-148,"Ancient Insight: Whenever you remove 1 or more damage from one of your characters, gain 2 lore.",1
ROF-149,"Artificer: When you play this character and whenever he quests, you may banish one of your items to draw 2 cards.",1
ROF-150,"Never, Ever Lose Sight: When this character is banished, you may put this card into your inkwell facedown and exerted.",1
ROF-151,"I'm A Fast Learner: When you play this character, remove up to 1 damage from chosen character of yours.",1
ROF-152,"Don't Call Me Cute: When you play this character, you may banish chosen item. Its player draws a card.",1
ROF-153,"Tidy Up: Whenever you play a Floodborn character, you may put the top card of your deck into your inkwell facedown and exerted.",1
ROF-154,"It's Called A Hustle: When play this character, you may return an item card name Pawpsicle from your discard to your hand.",1
ROF-155,"Hide And Seek: While you have an item in play, this character gains Resist +1 and Ward. (Damage dealt to this character is reduced by 1. Opponents can't choose this character except to challenge.)",1
ROF-156,NA,0
ROF-157,NA,0
ROF-158,NA,0
ROF-159,"I Trust You: Whenever this character quests, look at the top 2 cards of your deck. You may put one into your hand. Put the rest on the bottom of your deck in any order.",1
ROF-160,Ward (Opponents can't choose this character except to challenge.),0
ROF-161,"Hunny Pot: Whenever this character quests, you may put a card from your hand into your inkwell facedown.",1
ROF-171,"You're Not Welcome Here: When you play this character, you may deal 1 damage to chosen character.",1
ROF-172,"Shield Another: Whenever one of your other character would be dealt damage, put that many damage counters on this character instead.",1
ROF-173,"Shift 3 (You may pay 3 {i} to play this on top of one of your characters named Beast.)
It's Better This Way: At the start of your turn, if this character has no damage, draw a card. Otherwise, he gets +4 {s} this turn.",1
ROF-174,"We Have A Choice: When you play this character, you may banish chosen item.",1
ROF-175,"Insubordination!: Whenever you play a Floodborn character, deal 1 damage to each opposing character.",1
ROF-176,"Have Courage: When you play this character, you may draw a card, then choose and discard a card.",1
ROF-177,"Shift 5 (You may pay 5 {i} to play this on top of one of your characters named Cinderella.)
 Resist +2 (Damage dealt to this character is reduced by 2.)
 The Singing Sword: Whenever you play a song, this character may challenge ready characters this turn.",1
ROF-178,NA,0
ROF-179,NA,0
ROF-180,NA,0
ROF-181,Shift 4 (You may pay 4 {i} to play this on top of one of your characters named Hercules.)\nResist +2 (Damage dealth to this character is reduced by 2.),1
ROF-182,NA,0
ROF-183,"Shift 2 (You may pay 2 {i} to play this on top of one of your characters named Jafar.)\nNow Where Were We?: During your turn, whenever this character banishes another character in a challenge, you may draw a card.",1
ROF-184,"I Don't Trust Him, Sire: During your turn, this character gains Evasive. (They can challenge characters with Evasive.)",1
ROF-185,"Resist +1 (Damage dealt to this character is reduced by 1.)\nScout Leader: During your turn, whenever this character banishes another character in a challenge, you may deal 2 damage to chosen character.",1
ROF-186,"Payback: While this character has no damage, he gets +4 {s}.",1
ROF-187,"Archery Lesson: Whenever this character quests, your characters gain Evasive this turn. (They can challenge characters with Evasive.)",1
ROF-188,"Make It Shine: When you play this character, chosen character gains Resist +1 until the start of your next turn. (Damage dealt to them is reduced by 1.)",1
ROF-189,Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)\nBlades: This character can challenge ready characters.,1
ROF-190,NA,0
ROF-191,NA,0
ROF-192,"Off With Their Heads!: Whenever an opposing character is banished, you may ready this character.",1
ROF-193,Skirmish {e} - Deal 1 damage to chosen character.,1
ROF-194,"Change Of Heart: Whenever this character quests, you may draw a card, then choose and discard a card.",1
ROF-195,Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)\nResist +1 (Damage dealt to this character is reduced by 1.),0
ROF-196,"Resist +2 (Damage dealt to this character is reduced by 2.)\nWhat You Give Is What You Get: While this character is exerted and you have no cards in your hand, opponents can't play actions.",1
ROF-197,NA,0
SSK-001,"Tell Everybody: During opponents' turns, you can't lost lore.",1
SSK-002,NA,0
SSK-003,"Singer 6 (This-character counts as cost6 {i} to sing songs.)
 It's Beautiful, No?: When you play this character, you may play a song with cost 6 or
 less for free.",1
SSK-004,"Support (Whenever this character quests, you
may add their {s} to another chosen character's {s}
this turn.)",0
SSK-005,"Brothers Forever:
 While this character is exerted,
 your characters named Koda can't be challenged.",1
SSK-006,NA,0
SSK-007,NA,0
SSK-008,"Support (Whenever this character quests, you
may add their {s} to another chosen character's
{s} this turn.)",0
SSK-009,"You've Got To Pay To Play:Whenever this
 character quests, chosen opposing character gets
 -1{s} until the start of your next turn.",1
SSK-010,"Bodyguard (This character may enter play exerted.
An opposing character who challenges one of
your characters must choose one with Bodyguard
if able.)",0
SSK-011,"Singer 5 (This character counts as cost 5 to sing
songs.)",0
SSK-012,"Shift 3 (You may pay 3{i} to play this on top of
 one of your characters named Fix-lt Felix, Jr.)
 Building Together: Your locations get +2 {w}.",1
SSK-013,"Bodyguard (This character may enter play exerted.
 An opposing character who challenges one of your
 characters must choose one with Bodyguard if able.)
 
 Song Of The Herd: For each song card in your
 discard, you pay 1{i} less to play this character.",1
SSK-014,"Not Without My Family: You can't play this
 character unless you have 5 or more characters in
 play.",1
SSK-015,"Shift 4 (You may pay 4{i}  to play this on top of one of
 your characters named Minnie Mouse.)
 Parade Order: When you play this character, if you
 used Shift to play her, you may search your deck for
 a character card and reveal that card to all players.
 Shuffle your deck and put that card on top of it.",1
SSK-016,"Big Prize: Whenever this character quests, each
 opponent reveals the top card of their deck. If it's
 a character card, they may put it into their hand.
 Otherwise, they put it on the bottom of their
 deck.",1
SSK-017,"Oh, My Land!: When you play this character, if
 you have a location in play, draw a card.",1
SSK-018,NA,0
SSK-019,"Shift 2 (You may pay 2{i} to play this on top of one of
your characters named Vanellope von Schweetz.)
I HEREBY DECREE: Whenever you play another
Princess character, all opposing characters get -1{s}
until the start of your next turn.",1
SSK-020,"Fan Favorite: Whenever you play a song, gain 1 lore.",1
SSK-021,"I've Got The Coolest Friend: When you play 
 this character, return a character card from your
 discard to your hand. If that card is a Princess
 character card, gain 2 lore.",1
SSK-022,"If It Pleases The Lady: When you play this
character, chosen opposing character gets -5 {s}
until the start of your next turn.",1
SSK-023,"Reindeer Games: When you play this character,
 you may ready chosen character. They can't quest
 or challenge for the rest of this turn.",1
SSK-024,"Patch Them Up: Whenever this character quests,
you may remove up to 2 damage from chosen
character.",1
SSK-035,"Shift 6 (You may pay 6{i} to play this on top of one of
your characters named Maleficent.)
Listen Well, All Of You: When you play this character,
for each of your characters named Maleficent in play,
return a chosen opposing character, item, or location
with cost 3 or less to their player's hand.",1
SSK-036,"Turning Tides: When you play this character,
you may move up to 2 damage counters from
chosen character to chosen opposing character.",1
SSK-037,"Move It!: When you play this character,
chosen character gains Rush this turn. (They can
challenge the turn they're played.)",1
SSK-038,"Give Me Time To Think: When you play this
character and when he leaves play, look at the
top 2 cards of your deck. Put one on the top of
your deck and the other on the bottom.",1
SSK-039,"Evasive (Only characters with Evasive can
challenge this character.)",0
SSK-040,"Evasive (Only characters with Evasive can
challenge this character.)
Parting Gift: When this character is banished,
you may draw a card.",1
SSK-041,"Unearthed: When you play this character, each
opponent draws a card.",1
SSK-042,"Recurring Gust: When this character is
banished in a challenge, return this card to your
hand.",1
SSK-043,NA,0
SSK-044,"A Little Game: When you play this character, banish
her or return another chosen character of yours to your
hand.
Sneaky Move: At the start of your turn, you may move
up to 2 damage counters from this character to chosen
opposing character.",1
SSK-045,NA,0
SSK-046,"Shift 4 (You may pay 4{i} to play this on top of
one of your characters named Anna.)
Exceptional Power: When you play this
character, exert all opposing characters.",1
SSK-047,"Shift 3 (You may pay 3{i} to play this on top of one of your
characters named Archimedes.)
Evasive (Only characters with Evasive can challenge this
character.)
Challenger +3 (While challenging, this character gets +3{s}.)",0
SSK-048,"Rush (This character can challenge the turn they're played.)
Evasive (Only characters with Evasive can challenge this
character.)
Crystallize: When you play this character, exert chosen
opposing character.",1
SSK-049,"Phenomenal Showman: While this character is
exerted, opposing characters can't ready at the
start of their turn.",1
SSK-050,"Clear The Path: For each exerted character
opponents have in play, you pay 1{i} less to
play this character.
Evasive (Only characters with Evasive can
challenge this character.)",1
SSK-051,"What An Awkward Situation: Whenever this
character quests, you may choose and discard a
card to return chosen character, item, or location
with cost 3 or less to their player's hand.",1
SSK-052,NA,0
SSK-053,"Playing With Power: During opponents' turns,
if an effect would cause you to discard one or
more cards from your hand, you don't discard.",1
SSK-054,NA,0
SSK-055,"Rush (This character con challenge the turn
they're played.)
Surprising Skill: When you play this character,
he gains Challenger +4 this turn. (They get +4
while challenging.)",1
SSK-056,"Growing Powers: When you play this character,
each opponent chooses and exerts one of their
ready characters.",1
SSK-057,"Pleasing The Queen: {e} - Chosen exerted
character can't ready at the start of their next
turn.",1
SSK-058,"Imitate: Whenever this character quests, you
may gain lore equal to the {l} of chosen other
character of yours. Return that character to your
hand.",1
SSK-069,"Tag Me In!: For each 1 damage on opposing characters, you pay 1{i} less to play this character.
Ward (Opponents can't choose this character except to challenge.)",1
SSK-070,"Evasive (Only characters with Evasive can challenge this character.)
Easy Pickings: While challenging a damaged character, this character gets +2{s}.",1
SSK-071,NA,0
SSK-072,"Evasive (Only characters with Evasive can
challenge this character.)",0
SSK-073,Silent Performance: This character can't {e} to sing songs.,1
SSK-074,"Cause A Panic: When you play this character, you may deal 2 damage to chosen damaged character.",1
SSK-075,"Fiddle Faddle: While being challenged, this character gets +2{s}.",1
SSK-076,"Ray Of Hope: When you play this character, you
may pay 1{i} to give chosen character +2 {s} this
turn.",1
SSK-077,"Trick Shot: When you play this character, if an
opponent has a damaged character in play, gain 1
lore.",1
SSK-078,NA,0
SSK-079,"Evasive (Only characters with Evasive can
challenge this character.)
In Disguise: Whenever this character quests,
you pay 2{i} less for the next action you play this
turn.",1
SSK-080,NA,0
SSK-081,"Rowdy Guest: Damaged characters can't
challenge this character.",1
SSK-082,"Evasive (Only characters with Evasive can
challenge this character.)
Do Say Hello To Mr. Arrow: When you play this character, you may pay 3{i} to banish chosen
damaged character.",1
SSK-083,"Slayer Of Dragons: When you play this character,
banish chosen opposing Dragon character.
Pressing The Advantage: Whenever he challenges
a damaged character, ready this character after the
challenge.",1
SSK-084,"Shift 5 (You may pay 5{i} to play this on top of one
of your characters named Clarabelle.)
Keep In Step: At the end of your turn, if chosen
opponent has more cards in their hand than you, you
may draw cards until you have the same number.",1
SSK-085,"Royal Resolution: When you play this character,
you may pay 2{i} to choose one:
• Each opponent chooses and discards a card.
• Chosen character gets +2{s} this turn.
• Banish chosen damaged character.",1
SSK-086,"Butterfingers: When you play this character,
you may pay 2{i}  to banish chosen item.",1
SSK-087,"Here Kitty, Kitty, Kitty: When you play this
character, you may exert chosen damaged
character.",1
SSK-088,"Shift 3 (You may pay 3{i} to play this on top of
one of your characters named Robin Hood.)
Clever Plan: This character gets +1{l} for each
opposing damaged character in play.",1
SSK-089,"Mother Knows Best: When you play this
character, you may pay 3{i} to return chosen
character to their player's hand.",1
SSK-090,"One Step Behind: When you play this character,
if an opponent has more cards in their hand than
you, you may draw a card.",1
SSK-091,"Stick Around For Dinner: This character gets +1{s}
for each other Hyena character you have in play.
What Have We Got Here: Whenever one of your
Hyena characters challenges a damaged character,
gain 2 lore.",1
SSK-092,"Shift 4 (You may pay 4{i} to play this on top of
one of your characters named Mother Gothel.)
The World Is Dark: When you play this
character, each opponent chooses one of their
characters and returns that card to their hand.",1
SSK-093,"Ward (Opponents can't choose this character
except to challenge.)
Life's not fair, is it?: Whenever one of your
characters challenges a damaged character, you
may draw a card.",1
SSK-103,NA,0
SSK-104,"Refreshing Break: Whenever you ready this character, gain 1 lore for each 1 damage on him.",1
SSK-105,"Royally Big Rewards: At the end of your turn, if you have any characters in play with 5{s} or more, gain 2 lore. If you have any in play with 10{s} or more, gain 5 lore instead.",1
SSK-106,"Rush (This character can challenge the turn they're played.)
Game Jump: This character also counts as being named King Candy for Shift.",1
SSK-107,"Shift 4 (You may pay 4{i} to play this on top of one of your characters named Donald Duck.)
 Humble Pie: When you play this character, if you used Shift to play him, each opponent loses 2 lore.
 Raging Duck: While an opponent has 10 or more lore, this character gets +6{s}",1
SSK-108,NA,0
SSK-109,"Long Live the King - When you play this character, you may banish chosen character named Mufasa.",1
SSK-110,Rush (This character can challenge the turn they're played.),0
SSK-111,Evasive (Only characters with Evasive can challenge this character.),0
SSK-112,"Perfect Partners: While you have a character named Minnie Mouse in play, this character gets +2{s}.",1
SSK-113,"Nothing Can Stand in My Way: While this character has damage, he gets +2{s}.",1
SSK-114,"Showstopper: When you play this character, if you have a location in play, each opponent loses 1 lore.",1
SSK-115,NA,0
SSK-116,"Scram!: When you play this character, if you have another character named Pete in play, you may banish chosen opposing character.",1
SSK-117,"Shift 2 (You may pay 2{i} to play this on top of one of your characters named Taffyta Muttonfudge.)
New Roster: Once per turn, when this character moves to a location, gain 2 lore.",1
SSK-118,"My Greatest Performance: Whenever this character quests, look at the top 4 cards of your deck. You my reveal an action card with cost 6 or less and play it for free. Put the rest in your discard.",1
SSK-119,"A Man Among Men!: For each damaged character you have in play, you pay 2{i} less to play this character.
Rush (This character can challenge the turn they're played.)",1
SSK-120,NA,0
SSK-121,Reckless (This character can't quest and must challenge each turn if able.),0
SSK-122,"Plucky Play: Whenever this character challenges another character, each opponent loses 1 lore.",1
SSK-123,"Shift 4 (You may pay 4{i} to play this on top of one of your characters named Ratigan.)
 Evasive (Only characters with Evasive can challenge this character.)
 Delightfully Wicked: Your damaged characters get +2{s}.",1
SSK-124,"Rush (This character can challenge the turn they're played.)
Pixlexia: When you play this character, she gains Evasive until the start of your next turn. (Only characters with Evasive can challenge them.)",1
SSK-125,"I Laugh in the Face of Danger: When you play this character, chosen character gets +2{s} this turn.",1
SSK-126,"Dance-Off: Whenever this character or one of your characters named Mickey Mouse challenges another character, gain 1 lore.",1
SSK-137,NA,0
SSK-138,NA,0
SSK-139,Ward (Opponents can't choose this character except to challenge.),0
SSK-140,NA,0
SSK-141,"Taxes Never Fail Me: Whenever you play an item, this character gets +2{s} this turn.",1
SSK-142,Long Live the King!: Your characters named Arthur gain Resist +1,1
SSK-143,"Helpful Supplies: At the start of your turn, if you have an item in play, gain 1 lore.
Perfect Directions: At the start of your turn, if you have a location in play, gain 1 lore.",1
SSK-144,"Shift 3 (You may pay 3{i} to play this on top of one of your characters named The Queen.)
Ward (Opponents can't choose this character except to challenge.)
Reflections of Vanity: For each other character named The Queen you have in play, this character gets +1{l}.",1
SSK-145,"Every Little Bit Helps: For each item you have in play, you pay 1{i} less to play this character.
Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)",1
SSK-146,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)
One on the Way: During your turn, when you put a card into your inkwell, if it's the second card you've put into your inkwell this turn, you may draw a card.",1
